Weight (g),Color,Diameter (cm),Fruit Type
4610,Green,25.95,Watermelon
204,Orange,6.71,Orange
25,Pink,2.29,Lychee
289,Red,11.63,Mango
7,Purple,1.06,Grape
1188,Yellow,18.96,Pineapple
283,Red,9.78,Mango
1291,Yellow,12.1,Pineapple
1254,Orange,18.26,Papaya
2383,Green,28.67,Watermelon
224,Yellow,9.0,Mango
226,Orange,7.32,Orange
1757,Yellow,19.86,Pineapple
258,Green,11.67,Mango
18,Red,2.27,Lychee
140,Yellow,4.2,Banana
185,Orange,7.99,Orange
24,Red,2.5,Lychee
195,Green,8.75,Apple
207,Orange,8.23,Orange
1273,Yellow,18.45,Pineapple
15,Green,1.01,Grape
13,Purple,1.12,Grape
19,Red,2.35,Lychee
287,Orange,8.94,Orange
18,Red,2.6,Lychee
198,Red,8.33,Apple
261,Orange,9.95,Orange
280,Red,9.36,Mango
1051,Yellow,18.86,Pineapple
141,Yellow,3.34,Banana
4060,Green,20.75,Watermelon
3321,Green,23.28,Watermelon
999,Orange,16.41,Papaya
892,Yellow,10.89,Papaya
377,Green,10.91,Mango
1155,Green,22.51,Coconut
24,Red,2.09,Lychee
319,Green,9.63,Mango
1559,Brown,17.39,Coconut
1588,Yellow,13.79,Pineapple
11,Purple,1.78,Grape
1949,Brown,15.76,Coconut
157,Red,8.82,Apple
11,Purple,1.4,Grape
12,Green,1.73,Grape
99,Yellow,4.77,Banana
342,Yellow,9.85,Mango
18,Red,2.32,Lychee
186,Green,7.26,Apple
1734,Yellow,16.21,Pineapple
133,Green,6.78,Apple
1547,Green,15.13,Coconut
20,Red,2.87,Lychee
16,Pink,2.71,Lychee
258,Orange,6.17,Orange
2825,Green,27.79,Watermelon
206,Orange,9.21,Orange
2236,Green,21.36,Watermelon
1164,Green,23.52,Coconut
22,Pink,2.37,Lychee
249,Orange,7.75,Orange
128,Red,6.78,Apple
101,Yellow,4.21,Banana
8,Purple,1.59,Grape
3170,Green,28.87,Watermelon
280,Orange,8.21,Orange
1251,Green,16.05,Papaya
385,Red,8.0,Mango
2945,Green,25.55,Watermelon
2649,Green,23.1,Watermelon
1091,Green,20.44,Coconut
288,Orange,9.25,Orange
2108,Brown,20.16,Coconut
1369,Yellow,16.94,Pineapple
13,Purple,1.25,Grape
1013,Orange,11.18,Papaya
1801,Brown,12.71,Pineapple
140,Yellow,4.44,Banana
1521,Green,20.99,Coconut
119,Yellow,4.02,Banana
17,Red,2.64,Lychee
18,Pink,2.18,Lychee
280,Red,10.86,Mango
201,Orange,9.64,Orange
13,Green,1.38,Grape
3911,Green,26.24,Watermelon
155,Orange,8.46,Orange
1974,Brown,14.19,Pineapple
1115,Brown,21.73,Coconut
138,Green,8.81,Apple
12,Green,1.41,Grape
273,Red,11.68,Mango
9,Purple,1.64,Grape
201,Orange,8.4,Orange
154,Red,7.2,Apple
145,Green,6.56,Apple
1441,Yellow,16.05,Papaya
109,Yellow,3.21,Banana
167,Orange,6.63,Orange
161,Orange,7.48,Orange
1637,Green,16.13,Coconut
2134,Green,21.69,Watermelon
120,Red,7.79,Apple
286,Green,9.92,Mango
251,Orange,7.01,Orange
291,Red,10.14,Mango
9,Purple,1.79,Grape
1315,Brown,17.96,Pineapple
22,Red,2.41,Lychee
880,Yellow,10.6,Papaya
1494,Orange,18.36,Papaya
202,Orange,8.05,Orange
1463,Brown,15.9,Pineapple
1990,Brown,16.05,Pineapple
161,Red,7.64,Apple
1626,Brown,15.81,Coconut
1559,Brown,18.98,Coconut
191,Red,6.41,Apple
89,Yellow,3.68,Banana
2644,Green,25.27,Watermelon
102,Yellow,4.4,Banana
149,Yellow,4.9,Banana
17,Pink,2.48,Lychee
142,Red,8.46,Apple
15,Green,1.94,Grape
915,Yellow,18.24,Papaya
173,Red,6.65,Apple
139,Green,7.38,Apple
164,Red,7.34,Apple
6,Purple,1.66,Grape
1127,Green,15.55,Papaya
1104,Yellow,18.19,Papaya
12,Green,1.23,Grape
156,Orange,7.21,Orange
1763,Brown,14.06,Pineapple
83,Yellow,4.71,Banana
13,Purple,1.34,Grape
186,Green,8.32,Apple
115,Yellow,3.92,Banana
13,Green,1.61,Grape
1041,Yellow,13.87,Pineapple
1069,Yellow,11.37,Papaya
19,Pink,2.31,Lychee
1372,Brown,22.98,Coconut
257,Orange,7.61,Orange
3650,Green,29.58,Watermelon
561,Green,13.13,Papaya
231,Orange,7.85,Orange
346,Red,11.31,Mango
9,Green,1.23,Grape
1001,Green,17.09,Coconut
2055,Green,22.3,Coconut
148,Red,8.6,Apple
154,Green,7.9,Apple
11,Green,1.53,Grape
1371,Orange,14.29,Papaya
137,Green,8.84,Apple
15,Pink,2.28,Lychee
3697,Green,28.4,Watermelon
22,Red,2.31,Lychee
139,Red,8.16,Apple
328,Green,8.93,Mango
90,Yellow,3.65,Banana
1170,Brown,24.1,Coconut
8,Purple,1.1,Grape
274,Orange,8.34,Orange
1890,Yellow,16.72,Pineapple
190,Red,7.16,Apple
177,Red,8.24,Apple
92,Yellow,4.87,Banana
1171,Yellow,14.09,Pineapple
2146,Green,29.87,Watermelon
22,Pink,2.67,Lychee
274,Orange,6.33,Orange
104,Yellow,3.09,Banana
308,Red,8.96,Mango
160,Red,8.98,Apple
4053,Green,26.45,Watermelon
187,Green,8.1,Apple
259,Orange,9.39,Orange
329,Yellow,11.72,Mango
4458,Green,26.95,Watermelon
25,Pink,2.6,Lychee
3899,Green,21.48,Watermelon
2604,Green,20.72,Watermelon
188,Green,7.13,Apple
828,Yellow,10.92,Papaya
1192,Yellow,14.91,Papaya
11,Green,1.37,Grape
873,Yellow,12.93,Papaya
341,Green,11.3,Mango
4851,Green,24.79,Watermelon
1215,Yellow,13.72,Papaya
262,Orange,9.39,Orange
130,Yellow,3.86,Banana
3882,Green,22.23,Watermelon
1138,Brown,15.11,Coconut
12,Purple,1.1,Grape
304,Red,11.81,Mango
130,Green,8.61,Apple
1665,Brown,19.19,Pineapple
143,Yellow,3.55,Banana
220,Red,9.25,Mango
387,Green,11.04,Mango
1244,Green,14.96,Papaya
1050,Green,17.82,Coconut
10,Purple,1.1,Grape
130,Yellow,4.43,Banana
4550,Green,22.31,Watermelon
147,Yellow,4.44,Banana
15,Pink,2.82,Lychee
20,Red,2.53,Lychee
15,Green,1.85,Grape
1649,Green,18.83,Coconut
4579,Green,28.66,Watermelon
91,Yellow,3.72,Banana
13,Green,1.46,Grape
1245,Brown,15.51,Coconut
18,Pink,2.24,Lychee
1470,Brown,24.18,Coconut
15,Purple,1.58,Grape
257,Orange,9.18,Orange
9,Purple,1.66,Grape
14,Green,1.9,Grape
1516,Yellow,19.71,Pineapple
130,Green,7.25,Apple
4622,Green,22.85,Watermelon
297,Red,10.26,Mango
110,Yellow,4.9,Banana
122,Green,8.71,Apple
214,Red,8.74,Mango
1083,Yellow,12.72,Pineapple
339,Green,9.68,Mango
255,Yellow,9.46,Mango
1990,Green,21.71,Coconut
1215,Green,18.59,Coconut
3274,Green,21.51,Watermelon
8,Purple,1.9,Grape
320,Yellow,9.58,Mango
1083,Green,16.65,Coconut
1261,Green,19.16,Coconut
2141,Green,29.9,Watermelon
4736,Green,24.07,Watermelon
133,Green,8.08,Apple
2725,Green,25.22,Watermelon
233,Orange,8.12,Orange
25,Red,2.01,Lychee
348,Red,10.65,Mango
16,Red,2.06,Lychee
123,Yellow,4.99,Banana
155,Red,8.78,Apple
15,Green,1.04,Grape
1495,Brown,24.77,Coconut
209,Yellow,8.08,Mango
914,Green,19.46,Papaya
142,Red,8.1,Apple
11,Green,1.12,Grape
1321,Yellow,17.07,Pineapple
327,Red,9.17,Mango
220,Green,11.96,Mango
385,Green,8.6,Mango
264,Green,9.5,Mango
210,Orange,8.35,Orange
658,Yellow,15.21,Papaya
12,Green,1.14,Grape
1389,Yellow,16.92,Papaya
8,Purple,1.96,Grape
154,Orange,8.11,Orange
9,Purple,1.61,Grape
297,Yellow,8.19,Mango
14,Green,1.89,Grape
125,Yellow,3.53,Banana
3889,Green,26.67,Watermelon
1313,Green,23.15,Coconut
9,Green,1.23,Grape
3798,Green,27.09,Watermelon
239,Yellow,11.2,Mango
1667,Yellow,14.48,Pineapple
4355,Green,20.56,Watermelon
4548,Green,20.97,Watermelon
1368,Green,17.63,Coconut
220,Orange,7.73,Orange
10,Green,1.83,Grape
1617,Green,24.65,Coconut
23,Pink,2.87,Lychee
4488,Green,21.63,Watermelon
166,Green,8.11,Apple
144,Green,7.45,Apple
207,Yellow,11.05,Mango
867,Yellow,13.96,Papaya
1468,Yellow,19.13,Papaya
138,Red,7.54,Apple
155,Orange,9.66,Orange
103,Yellow,4.9,Banana
183,Orange,8.99,Orange
201,Orange,8.35,Orange
200,Red,8.61,Apple
243,Orange,6.25,Orange
23,Red,2.64,Lychee
25,Red,2.84,Lychee
12,Green,1.26,Grape
261,Red,9.01,Mango
219,Yellow,8.83,Mango
142,Yellow,3.94,Banana
1283,Brown,19.2,Pineapple
1140,Green,22.11,Coconut
329,Red,11.24,Mango
87,Yellow,4.09,Banana
945,Orange,18.06,Papaya
2134,Green,29.45,Watermelon
1280,Yellow,12.74,Pineapple
1942,Yellow,12.63,Pineapple
201,Orange,6.88,Orange
291,Yellow,9.36,Mango
170,Red,6.39,Apple
146,Yellow,4.76,Banana
1526,Brown,13.89,Pineapple
994,Orange,17.9,Papaya
1406,Brown,13.12,Pineapple
294,Orange,8.01,Orange
239,Orange,7.9,Orange
682,Yellow,16.93,Papaya
2966,Green,21.55,Watermelon
216,Yellow,8.83,Mango
1680,Brown,15.98,Coconut
1139,Yellow,18.94,Pineapple
15,Green,1.32,Grape
16,Red,2.17,Lychee
8,Green,1.15,Grape
128,Yellow,4.35,Banana
12,Purple,1.54,Grape
255,Yellow,8.87,Mango
339,Yellow,11.3,Mango
189,Red,6.12,Apple
18,Pink,2.85,Lychee
4360,Green,23.53,Watermelon
175,Green,6.36,Apple
12,Green,1.06,Grape
1802,Green,22.55,Coconut
516,Yellow,16.08,Papaya
142,Yellow,4.88,Banana
8,Purple,1.49,Grape
1949,Yellow,16.87,Pineapple
1528,Yellow,15.51,Pineapple
560,Orange,15.27,Papaya
244,Yellow,10.89,Mango
148,Yellow,3.01,Banana
170,Red,7.97,Apple
21,Red,2.24,Lychee
806,Orange,12.23,Papaya
1885,Green,17.98,Coconut
1218,Brown,18.02,Pineapple
14,Purple,1.26,Grape
134,Red,6.55,Apple
4617,Green,21.77,Watermelon
356,Yellow,8.4,Mango
1347,Yellow,10.65,Papaya
15,Purple,1.94,Grape
15,Green,1.25,Grape
24,Red,2.61,Lychee
1243,Green,14.04,Papaya
221,Yellow,9.78,Mango
11,Purple,1.11,Grape
17,Red,2.29,Lychee
133,Green,7.71,Apple
128,Red,8.19,Apple
235,Orange,9.33,Orange
17,Red,2.66,Lychee
2383,Green,24.24,Coconut
1657,Yellow,12.91,Pineapple
1927,Brown,12.4,Pineapple
297,Red,9.06,Mango
1063,Green,19.88,Coconut
2894,Green,24.19,Watermelon
2562,Green,29.82,Watermelon
1828,Brown,17.57,Pineapple
752,Orange,18.17,Papaya
1423,Brown,17.29,Pineapple
13,Green,1.38,Grape
1183,Brown,18.25,Pineapple
105,Yellow,3.33,Banana
225,Yellow,9.8,Mango
2239,Green,28.1,Watermelon
3628,Green,23.13,Watermelon
100,Yellow,3.16,Banana
368,Green,10.78,Mango
254,Orange,8.58,Orange
87,Yellow,4.31,Banana
2962,Green,21.49,Watermelon
1398,Green,22.64,Coconut
333,Green,10.68,Mango
345,Yellow,11.15,Mango
1201,Green,23.29,Coconut
21,Pink,2.2,Lychee
193,Red,7.04,Apple
21,Pink,2.47,Lychee
254,Green,11.2,Mango
4332,Green,20.55,Watermelon
1331,Yellow,14.59,Pineapple
4429,Green,29.74,Watermelon
1228,Brown,13.69,Pineapple
195,Orange,7.17,Orange
1290,Green,18.19,Papaya
1671,Brown,14.91,Pineapple
513,Yellow,18.39,Papaya
211,Yellow,9.48,Mango
1405,Green,18.4,Papaya
204,Yellow,11.79,Mango
2287,Green,18.15,Coconut
81,Yellow,4.65,Banana
169,Green,6.84,Apple
17,Pink,2.56,Lychee
16,Red,2.55,Lychee
123,Red,7.96,Apple
219,Orange,7.63,Orange
183,Red,8.22,Apple
2206,Brown,17.75,Coconut
633,Green,16.31,Papaya
139,Yellow,4.84,Banana
242,Orange,9.74,Orange
147,Red,8.2,Apple
1698,Brown,17.83,Pineapple
20,Red,2.61,Lychee
184,Red,7.47,Apple
83,Yellow,3.37,Banana
108,Yellow,4.73,Banana
132,Red,6.47,Apple
18,Pink,2.49,Lychee
1238,Brown,18.53,Pineapple
1080,Orange,14.91,Papaya
236,Green,9.62,Mango
647,Green,18.03,Papaya
1320,Yellow,12.06,Papaya
1265,Green,21.81,Coconut
86,Yellow,3.08,Banana
231,Orange,6.21,Orange
139,Red,6.45,Apple
1255,Brown,16.73,Coconut
2510,Green,28.83,Watermelon
216,Green,9.41,Mango
1082,Brown,19.12,Coconut
3925,Green,27.62,Watermelon
20,Red,2.36,Lychee
228,Red,10.24,Mango
2382,Brown,19.89,Coconut
1862,Brown,24.47,Coconut
189,Green,7.83,Apple
177,Red,6.13,Apple
212,Orange,9.65,Orange
10,Purple,1.77,Grape
765,Orange,11.84,Papaya
152,Green,6.03,Apple
287,Orange,9.77,Orange
6,Purple,1.03,Grape
19,Red,2.79,Lychee
120,Yellow,4.48,Banana
220,Red,9.37,Mango
140,Yellow,4.09,Banana
919,Orange,12.23,Papaya
321,Red,8.94,Mango
1302,Yellow,15.11,Pineapple
1829,Brown,17.63,Pineapple
22,Red,2.07,Lychee
270,Green,10.28,Mango
2101,Brown,24.52,Coconut
1213,Brown,19.45,Pineapple
313,Yellow,10.95,Mango
17,Pink,2.24,Lychee
15,Green,1.01,Grape
105,Yellow,3.82,Banana
1488,Green,10.19,Papaya
1091,Green,10.43,Papaya
200,Green,7.01,Apple
329,Red,11.74,Mango
1096,Yellow,19.76,Pineapple
750,Orange,19.46,Papaya
17,Red,2.01,Lychee
2224,Green,17.22,Coconut
1373,Brown,15.11,Pineapple
220,Yellow,8.23,Mango
126,Yellow,4.9,Banana
397,Green,11.11,Mango
1710,Brown,16.87,Coconut
13,Purple,1.73,Grape
937,Yellow,13.69,Papaya
11,Purple,1.2,Grape
270,Orange,7.64,Orange
4283,Green,28.66,Watermelon
244,Orange,6.29,Orange
135,Red,8.16,Apple
262,Yellow,8.25,Mango
1374,Green,16.47,Coconut
16,Red,2.96,Lychee
224,Orange,9.75,Orange
136,Green,7.75,Apple
1013,Brown,19.54,Coconut
214,Orange,9.61,Orange
238,Orange,7.75,Orange
201,Orange,6.85,Orange
170,Green,6.35,Apple
1495,Green,22.89,Coconut
231,Orange,7.6,Orange
1430,Brown,16.84,Coconut
1172,Yellow,17.9,Pineapple
90,Yellow,4.88,Banana
730,Orange,13.81,Papaya
15,Red,2.73,Lychee
2080,Green,28.0,Watermelon
101,Yellow,3.57,Banana
112,Yellow,4.16,Banana
22,Red,2.21,Lychee
1628,Green,18.58,Coconut
1096,Brown,20.41,Coconut
25,Pink,2.29,Lychee
244,Red,8.1,Mango
89,Yellow,3.39,Banana
1063,Green,14.88,Papaya
21,Red,2.47,Lychee
121,Green,7.45,Apple
1046,Yellow,11.28,Papaya
2276,Green,29.75,Watermelon
1079,Brown,19.56,Coconut
197,Orange,6.55,Orange
216,Orange,6.63,Orange
248,Red,11.26,Mango
197,Orange,6.73,Orange
159,Orange,7.49,Orange
4110,Green,22.39,Watermelon
310,Red,10.33,Mango
1413,Brown,21.2,Coconut
122,Green,7.23,Apple
1046,Yellow,13.36,Papaya
3822,Green,20.11,Watermelon
8,Green,1.54,Grape
3726,Green,26.46,Watermelon
352,Red,10.98,Mango
15,Pink,2.76,Lychee
23,Red,2.76,Lychee
196,Red,7.99,Apple
114,Yellow,3.06,Banana
132,Yellow,4.14,Banana
567,Orange,19.03,Papaya
115,Yellow,3.24,Banana
185,Orange,8.37,Orange
213,Orange,9.11,Orange
147,Green,7.56,Apple
3574,Green,25.11,Watermelon
3550,Green,24.01,Watermelon
1635,Brown,23.74,Coconut
114,Yellow,3.98,Banana
255,Orange,7.63,Orange
23,Pink,2.29,Lychee
181,Red,7.3,Apple
131,Yellow,3.05,Banana
1641,Green,15.45,Coconut
95,Yellow,3.73,Banana
18,Red,2.48,Lychee
5,Green,1.32,Grape
1208,Orange,11.84,Papaya
3619,Green,27.51,Watermelon
188,Orange,7.52,Orange
8,Green,1.09,Grape
211,Green,10.18,Mango
1202,Yellow,19.0,Papaya
1024,Green,17.7,Papaya
1842,Brown,14.96,Pineapple
5,Green,1.74,Grape
2254,Green,27.69,Watermelon
350,Red,9.45,Mango
400,Green,8.42,Mango
91,Yellow,4.57,Banana
3530,Green,27.07,Watermelon
1868,Green,22.71,Coconut
18,Pink,2.27,Lychee
25,Pink,2.99,Lychee
270,Orange,7.43,Orange
150,Red,6.4,Apple
18,Pink,2.63,Lychee
13,Purple,1.28,Grape
282,Orange,8.94,Orange
9,Green,1.6,Grape
133,Yellow,3.06,Banana
100,Yellow,4.51,Banana
1095,Green,15.84,Coconut
2157,Green,21.42,Coconut
185,Red,8.69,Apple
149,Green,8.04,Apple
4107,Green,28.47,Watermelon
211,Yellow,9.05,Mango
275,Orange,8.74,Orange
155,Orange,6.0,Orange
1544,Brown,20.07,Coconut
114,Yellow,3.15,Banana
1266,Brown,17.47,Pineapple
1821,Brown,19.95,Coconut
672,Green,15.11,Papaya
1876,Brown,13.01,Pineapple
249,Red,8.76,Mango
12,Purple,1.19,Grape
130,Red,6.85,Apple
184,Red,6.31,Apple
8,Green,1.46,Grape
15,Purple,1.84,Grape
15,Green,1.11,Grape
117,Yellow,3.11,Banana
173,Red,6.19,Apple
1822,Yellow,15.49,Pineapple
22,Red,2.5,Lychee
1161,Brown,21.41,Coconut
1282,Yellow,19.57,Papaya
283,Orange,8.38,Orange
1135,Green,18.32,Papaya
1072,Brown,12.66,Pineapple
192,Red,8.18,Apple
8,Purple,1.16,Grape
627,Orange,18.58,Papaya
237,Green,8.85,Mango
4001,Green,20.44,Watermelon
127,Red,7.47,Apple
951,Yellow,18.73,Papaya
2220,Brown,23.63,Coconut
143,Yellow,4.34,Banana
2407,Brown,21.28,Coconut
2386,Green,24.83,Coconut
16,Pink,2.53,Lychee
1197,Yellow,16.99,Pineapple
1076,Green,23.69,Coconut
3670,Green,22.7,Watermelon
1797,Yellow,12.98,Pineapple
1510,Brown,16.03,Pineapple
101,Yellow,3.71,Banana
549,Orange,19.58,Papaya
1895,Yellow,19.83,Pineapple
15,Pink,2.1,Lychee
152,Orange,9.54,Orange
169,Orange,6.9,Orange
258,Orange,7.59,Orange
1338,Green,17.89,Papaya
305,Green,11.79,Mango
540,Yellow,12.99,Papaya
4577,Green,21.35,Watermelon
1762,Yellow,16.18,Pineapple
11,Purple,1.17,Grape
18,Red,2.88,Lychee
1287,Green,18.25,Coconut
177,Green,8.12,Apple
22,Pink,2.87,Lychee
1223,Green,10.54,Papaya
219,Yellow,8.55,Mango
16,Pink,2.62,Lychee
17,Pink,2.32,Lychee
1638,Brown,24.48,Coconut
150,Red,8.29,Apple
298,Orange,8.03,Orange
195,Red,8.04,Apple
7,Purple,1.93,Grape
1158,Brown,12.74,Pineapple
3054,Green,29.6,Watermelon
12,Green,1.92,Grape
21,Pink,2.99,Lychee
2896,Green,28.83,Watermelon
1694,Yellow,15.78,Pineapple
638,Orange,16.17,Papaya
149,Yellow,4.07,Banana
323,Yellow,11.46,Mango
293,Yellow,11.53,Mango
141,Red,8.23,Apple
9,Purple,1.04,Grape
93,Yellow,3.86,Banana
8,Purple,2.0,Grape
1434,Yellow,17.02,Pineapple
4198,Green,24.41,Watermelon
578,Orange,12.99,Papaya
100,Yellow,4.88,Banana
129,Red,6.58,Apple
102,Yellow,4.18,Banana
1683,Yellow,17.8,Pineapple
184,Orange,7.52,Orange
21,Red,2.21,Lychee
82,Yellow,3.12,Banana
1161,Yellow,15.87,Papaya
270,Orange,6.13,Orange
173,Green,7.26,Apple
190,Green,6.66,Apple
24,Pink,2.16,Lychee
107,Yellow,4.05,Banana
301,Yellow,11.61,Mango
18,Pink,2.14,Lychee
1030,Green,20.0,Coconut
1462,Green,16.62,Papaya
203,Red,10.19,Mango
1127,Yellow,17.05,Pineapple
205,Yellow,8.36,Mango
1829,Yellow,14.18,Pineapple
1626,Brown,24.46,Coconut
120,Yellow,3.92,Banana
1633,Green,17.58,Coconut
24,Pink,2.89,Lychee
138,Yellow,5.0,Banana
1434,Brown,16.07,Pineapple
140,Green,8.6,Apple
1750,Yellow,14.41,Pineapple
1252,Brown,13.69,Pineapple
211,Orange,8.75,Orange
1361,Green,16.55,Papaya
4123,Green,22.7,Watermelon
794,Orange,11.26,Papaya
232,Green,9.14,Mango
3996,Green,22.96,Watermelon
96,Yellow,4.58,Banana
3445,Green,25.12,Watermelon
280,Orange,7.25,Orange
145,Green,6.89,Apple
1725,Brown,12.76,Pineapple
150,Yellow,3.81,Banana
1113,Brown,23.96,Coconut
5,Green,1.4,Grape
12,Green,1.11,Grape
19,Pink,2.44,Lychee
2222,Green,17.6,Coconut
2139,Green,16.69,Coconut
124,Yellow,4.94,Banana
857,Yellow,10.59,Papaya
123,Yellow,3.75,Banana
1236,Yellow,13.23,Pineapple
272,Red,10.76,Mango
135,Yellow,3.26,Banana
1490,Brown,20.08,Coconut
390,Yellow,9.08,Mango
970,Yellow,17.91,Papaya
138,Yellow,3.68,Banana
12,Green,1.73,Grape
253,Red,11.87,Mango
316,Green,11.88,Mango
1995,Brown,12.96,Pineapple
19,Pink,2.34,Lychee
16,Red,2.12,Lychee
224,Orange,8.18,Orange
4682,Green,20.37,Watermelon
169,Red,8.27,Apple
274,Orange,7.44,Orange
216,Orange,7.45,Orange
2994,Green,21.27,Watermelon
1225,Yellow,16.21,Pineapple
1722,Yellow,15.12,Pineapple
1485,Green,18.07,Coconut
1401,Orange,19.51,Papaya
25,Red,2.29,Lychee
1285,Orange,12.79,Papaya
1426,Green,16.1,Papaya
111,Yellow,3.38,Banana
138,Yellow,3.39,Banana
1859,Yellow,13.64,Pineapple
15,Red,2.93,Lychee
4896,Green,28.18,Watermelon
13,Green,1.98,Grape
388,Yellow,9.11,Mango
9,Green,1.72,Grape
186,Red,8.05,Apple
112,Yellow,4.7,Banana
1036,Orange,18.59,Papaya
18,Pink,2.35,Lychee
2253,Green,20.41,Coconut
103,Yellow,3.06,Banana
352,Yellow,8.32,Mango
1542,Green,20.44,Coconut
4998,Green,29.44,Watermelon
144,Green,7.27,Apple
1412,Yellow,15.46,Pineapple
1730,Yellow,13.65,Pineapple
110,Yellow,4.82,Banana
1231,Yellow,17.15,Papaya
158,Red,6.95,Apple
1866,Green,16.8,Coconut
182,Red,8.44,Apple
2743,Green,25.63,Watermelon
158,Green,8.26,Apple
109,Yellow,3.33,Banana
137,Yellow,3.16,Banana
1791,Yellow,13.4,Pineapple
167,Orange,9.31,Orange
366,Yellow,10.7,Mango
122,Yellow,4.8,Banana
16,Pink,2.73,Lychee
22,Pink,2.79,Lychee
17,Red,2.42,Lychee
750,Yellow,15.61,Papaya
293,Yellow,8.7,Mango
1114,Brown,15.91,Pineapple
198,Red,6.09,Apple
250,Orange,9.5,Orange
179,Red,7.25,Apple
2193,Green,25.59,Watermelon
1969,Yellow,15.89,Pineapple
278,Orange,7.13,Orange
1110,Green,17.32,Papaya
9,Green,1.92,Grape
15,Purple,1.25,Grape
169,Red,6.51,Apple
1854,Brown,14.04,Pineapple
1902,Brown,16.99,Pineapple
297,Red,9.82,Mango
4190,Green,22.29,Watermelon
23,Pink,2.52,Lychee
1110,Brown,19.39,Pineapple
296,Orange,6.26,Orange
17,Pink,2.44,Lychee
250,Green,10.65,Mango
1942,Brown,16.1,Pineapple
141,Yellow,3.82,Banana
3252,Green,25.38,Watermelon
1554,Brown,14.23,Pineapple
1829,Brown,14.29,Pineapple
114,Yellow,4.38,Banana
1003,Yellow,15.6,Pineapple
1381,Green,13.39,Papaya
235,Orange,7.06,Orange
4888,Green,24.32,Watermelon
3053,Green,22.7,Watermelon
1179,Yellow,17.9,Papaya
2039,Brown,20.79,Coconut
711,Orange,15.82,Papaya
189,Red,7.95,Apple
378,Yellow,9.67,Mango
349,Green,10.7,Mango
1438,Green,15.88,Papaya
1514,Green,15.56,Coconut
1109,Yellow,18.54,Pineapple
17,Red,2.87,Lychee
292,Orange,7.18,Orange
15,Green,1.53,Grape
1971,Brown,17.15,Pineapple
1427,Orange,12.34,Papaya
1350,Yellow,17.72,Papaya
172,Orange,6.08,Orange
204,Green,9.25,Mango
1225,Yellow,16.86,Pineapple
829,Yellow,17.73,Papaya
18,Pink,3.0,Lychee
23,Red,2.57,Lychee
246,Orange,6.15,Orange
1663,Brown,14.41,Pineapple
1013,Green,19.98,Coconut
1615,Brown,12.3,Pineapple
11,Purple,1.02,Grape
110,Yellow,3.47,Banana
269,Orange,6.38,Orange
846,Yellow,18.56,Papaya
662,Orange,16.12,Papaya
202,Orange,7.87,Orange
264,Orange,9.72,Orange
1821,Green,21.38,Coconut
142,Green,7.25,Apple
370,Green,8.36,Mango
1041,Yellow,17.33,Papaya
1090,Brown,18.09,Coconut
356,Green,10.4,Mango
1972,Brown,13.23,Pineapple
121,Yellow,4.97,Banana
4668,Green,29.29,Watermelon
7,Green,1.31,Grape
252,Orange,9.04,Orange
184,Orange,9.16,Orange
823,Yellow,12.67,Papaya
1525,Yellow,12.06,Pineapple
225,Orange,6.21,Orange
1634,Green,15.56,Coconut
167,Green,6.69,Apple
1390,Yellow,14.84,Pineapple
1317,Orange,15.68,Papaya
357,Yellow,10.08,Mango
1738,Green,21.81,Coconut
1124,Green,20.26,Coconut
19,Pink,2.66,Lychee
4489,Green,27.4,Watermelon
16,Pink,2.69,Lychee
1023,Yellow,17.74,Pineapple
251,Yellow,9.48,Mango
2357,Brown,18.61,Coconut
21,Pink,2.69,Lychee
2111,Green,25.11,Watermelon
158,Red,8.31,Apple
20,Red,2.89,Lychee
4934,Green,29.09,Watermelon
4962,Green,22.36,Watermelon
179,Orange,7.42,Orange
1031,Brown,22.49,Coconut
250,Orange,7.68,Orange
3512,Green,27.94,Watermelon
20,Pink,2.44,Lychee
90,Yellow,3.19,Banana
1105,Orange,12.59,Papaya
22,Pink,2.05,Lychee
129,Yellow,3.9,Banana
2325,Green,21.07,Coconut
18,Red,2.13,Lychee
15,Green,1.34,Grape
128,Green,8.87,Apple
22,Red,2.6,Lychee
844,Yellow,10.69,Papaya
135,Yellow,3.96,Banana
84,Yellow,3.44,Banana
19,Pink,2.89,Lychee
230,Orange,7.2,Orange
101,Yellow,4.72,Banana
709,Green,18.84,Papaya
110,Yellow,4.43,Banana
25,Pink,2.94,Lychee
370,Yellow,8.85,Mango
612,Orange,15.38,Papaya
4137,Green,24.65,Watermelon
139,Green,8.31,Apple
192,Orange,7.75,Orange
123,Green,6.87,Apple
167,Red,8.49,Apple
364,Red,10.07,Mango
1086,Brown,19.17,Pineapple
942,Yellow,13.46,Papaya
3868,Green,29.06,Watermelon
1007,Green,24.43,Coconut
129,Red,8.52,Apple
13,Green,1.41,Grape
88,Yellow,3.48,Banana
204,Yellow,8.61,Mango
1895,Yellow,13.21,Pineapple
134,Red,8.33,Apple
177,Orange,9.91,Orange
312,Yellow,10.27,Mango
187,Red,7.23,Apple
1339,Brown,24.63,Coconut
963,Yellow,15.71,Papaya
397,Green,9.85,Mango
175,Orange,7.77,Orange
845,Green,15.15,Papaya
9,Green,1.42,Grape
9,Purple,1.56,Grape
3287,Green,23.74,Watermelon
23,Red,2.43,Lychee
1374,Brown,21.41,Coconut
1683,Brown,17.39,Pineapple
1067,Green,19.03,Coconut
